duration	isi	onset	run	stim_name	trial_type	task_probe	sub_id
0.4	3.0	115.80000000000005	1	number-69.jpg	number	0.0	sub-02
0.4	3.0	119.20000000000006	1	limb-109.jpg	limb	0.0	sub-02
0.4	6.0	122.60000000000007	1	number-63.jpg	number	0.0	sub-02
0.4	2.0	129.00000000000006	1	car-127.jpg	car	0.0	sub-02
0.4	2.0	131.40000000000006	1	car-127.jpg	car	1.0	sub-02
0.4	3.0	133.80000000000007	1	limb-100.jpg	limb	0.0	sub-02
0.4	2.0	137.20000000000007	1	number-64.jpg	number	0.0	sub-02
0.4	3.0	139.60000000000008	1	house-144.jpg	house	0.0	sub-02
0.4	4.0	143.00000000000009	1	car-51.jpg	car	0.0	sub-02
0.4	2.0	147.4000000000001	1	house-135.jpg	house	0.0	sub-02
0.4	4.0	149.8000000000001	1	car-109.jpg	car	0.0	sub-02
0.4	7.0	154.2000000000001	1	house-72.jpg	house	0.0	sub-02
0.4	3.0	161.6000000000001	1	limb-14.jpg	limb	0.0	sub-02
0.4	2.0	165.0000000000001	1	house-134.jpg	house	0.0	sub-02
0.4	3.0	167.40000000000012	1	number-136.jpg	number	0.0	sub-02
0.4	2.0	170.80000000000013	1	limb-123.jpg	limb	0.0	sub-02
0.4	5.0	173.20000000000013	1	house-47.jpg	house	0.0	sub-02
0.4	2.0	178.60000000000014	1	limb-90.jpg	limb	0.0	sub-02
0.4	2.0	181.00000000000014	1	adult-106.jpg	adult	0.0	sub-02
0.4	3.0	183.40000000000015	1	number-138.jpg	number	0.0	sub-02
0.4	3.0	186.80000000000015	1	adult-87.jpg	adult	0.0	sub-02
0.4	2.0	190.20000000000016	1	house-121.jpg	house	0.0	sub-02
0.4	2.0	192.60000000000016	1	house-121.jpg	house	1.0	sub-02
0.4	3.0	195.00000000000017	1	adult-126.jpg	adult	0.0	sub-02
0.4	2.0	198.40000000000018	1	car-98.jpg	car	0.0	sub-02
0.4	2.0	200.80000000000018	1	number-48.jpg	number	0.0	sub-02
0.4	2.0	203.2000000000002	1	car-91.jpg	car	0.0	sub-02
0.4	3.0	205.6000000000002	1	adult-1.jpg	adult	0.0	sub-02
0.4	2.0	209.0000000000002	1	limb-130.jpg	limb	0.0	sub-02
0.4	6.0	211.4000000000002	1	number-89.jpg	number	0.0	sub-02
0.4	2.0	217.8000000000002	1	number-50.jpg	number	0.0	sub-02
0.4	2.0	220.20000000000022	1	car-135.jpg	car	0.0	sub-02
0.4	2.0	222.60000000000022	1	limb-62.jpg	limb	0.0	sub-02
5.9	0.1	0.0	1	baseline	baseline	0.0	sub-02
5.9	0.1	0.0	2	baseline	baseline	0.0	sub-02
0.4	2.0	6.0	2	instrument-1.jpg	instrument	0.0	sub-02
0.4	2.0	8.4	2	instrument-67.jpg	instrument	0.0	sub-02
0.4	2.0	10.8	2	child-21.jpg	child	0.0	sub-02
0.4	2.0	13.200000000000001	2	word-121.jpg	word	0.0	sub-02
0.4	2.0	15.600000000000001	2	body-92.jpg	body	0.0	sub-02
0.4	2.0	18.0	2	corridor-70.jpg	corridor	0.0	sub-02
0.4	3.0	20.4	2	word-23.jpg	word	0.0	sub-02
0.4	4.0	23.799999999999997	2	instrument-77.jpg	instrument	0.0	sub-02
0.4	5.0	28.199999999999996	2	word-95.jpg	word	0.0	sub-02
0.4	2.0	33.599999999999994	2	corridor-139.jpg	corridor	0.0	sub-02
0.4	3.0	35.99999999999999	2	corridor-69.jpg	corridor	0.0	sub-02
0.4	4.0	39.39999999999999	2	corridor-69.jpg	corridor	1.0	sub-02
0.4	2.0	43.79999999999999	2	child-36.jpg	child	0.0	sub-02
0.4	4.0	46.19999999999999	2	body-56.jpg	body	0.0	sub-02
0.4	2.0	50.59999999999999	2	instrument-51.jpg	instrument	0.0	sub-02
0.4	2.0	52.999999999999986	2	child-137.jpg	child	0.0	sub-02
0.4	4.0	55.399999999999984	2	body-69.jpg	body	0.0	sub-02
0.4	3.0	59.79999999999998	2	child-116.jpg	child	0.0	sub-02
0.4	8.0	63.19999999999998	2	child-116.jpg	child	1.0	sub-02
0.4	3.0	71.59999999999998	2	word-62.jpg	word	0.0	sub-02
0.4	5.0	74.99999999999999	2	child-132.jpg	child	0.0	sub-02
0.4	4.0	80.39999999999999	2	body-107.jpg	body	0.0	sub-02
0.4	2.0	84.8	2	child-103.jpg	child	0.0	sub-02
0.4	2.0	87.2	2	child-20.jpg	child	0.0	sub-02
0.4	2.0	89.60000000000001	2	instrument-11.jpg	instrument	0.0	sub-02
0.4	2.0	92.00000000000001	2	corridor-116.jpg	corridor	0.0	sub-02
0.4	2.0	94.40000000000002	2	body-130.jpg	body	0.0	sub-02
0.4	4.0	96.80000000000003	2	instrument-18.jpg	instrument	0.0	sub-02
0.4	3.0	101.20000000000003	2	word-39.jpg	word	0.0	sub-02
0.4	2.0	104.60000000000004	2	body-68.jpg	body	0.0	sub-02
0.4	3.0	107.00000000000004	2	child-135.jpg	child	0.0	sub-02
0.4	5.0	110.40000000000005	2	corridor-18.jpg	corridor	0.0	sub-02
0.4	3.0	115.80000000000005	2	word-110.jpg	word	0.0	sub-02
